loannumber,loanamount,totaldue,termdays,days_to_approve,interest_amount,interest_rate,is_referred,approval_month,approval_year,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,age,prev_num_loans,prev_avg_loan_amount,prev_total_borrowed,prev_avg_totaldue,prev_avg_termdays,prev_max_loannumber,prev_avg_interest_rate,prev_avg_loan_duration,prev_late_payments,prev_late_payment_rate,prev_avg_days_to_repay,target
10,35000.0,38500.0,30,0,3500.0,0.1,0,7,2017,,,,,,,,9.0,21111.11111111111,190000.0,25225.0,36.666666666666664,9.0,0.21629629629629632,33.44444444444444,2.0,0.2222222222222222,-1.7777777777777777,0
10,30000.0,39000.0,60,0,9000.0,0.3,0,7,2017,Other,4.8338633,7.0627433,FCMB,Permanent,,30.0,9.0,14444.444444444445,130000.0,17819.444444444445,28.333333333333332,9.0,0.23333333333333334,25.555555555555557,2.0,0.2222222222222222,-1.5555555555555556,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.9918949,4.8726409,Access Bank,Permanent,,28.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,9.0,0.0,0.0,-20.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,30.0,1.0,0.5,-1.0,0
9,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,7.0580788,4.841691,First Bank,Permanent,,38.0,8.0,13750.0,110000.0,16050.0,18.75,8.0,0.161875,16.375,1.0,0.125,-2.625,1
5,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Current,7.0389223,4.8052131,Stanbic IBTC,Permanent,,32.0,4.0,12500.0,50000.0,15125.0,22.5,4.0,0.20625,16.5,0.0,0.0,-6.25,0
5,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,4.0,10000.0,40000.0,12625.0,26.25,4.0,0.2625,27.25,1.0,0.25,0.25,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,31.0,1.0,1.0,1.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3482936,6.5421259,Sterling Bank,Permanent,,28.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,11.5,0.0,0.0,-3.0,0
3,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.3056888,6.5923106,First Bank,Permanent,,39.0,2.0,10000.0,20000.0,12250.0,30.0,2.0,0.22499999999999998,18.0,0.0,0.0,-7.5,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,29.0,0.0,0.0,0.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,5.800065,5.5569582,UBA,,,35.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,26.0,0.0,0.0,-4.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2876945,6.5919267,Diamond Bank,Permanent,,32.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,9.0,0.0,0.0,-21.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.4498179,9.0579825,Zenith Bank,,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,43.0,1.0,1.0,13.0,1
5,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.3882952,6.596244,GT Bank,Permanent,,28.0,4.0,10000.0,40000.0,11500.0,15.0,4.0,0.15,19.25,3.0,0.75,4.25,1
7,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.6496759,9.0067811,GT Bank,,,35.0,6.0,11666.666666666666,70000.0,14550.0,27.5,6.0,0.25666666666666665,28.166666666666668,2.0,0.3333333333333333,1.0,0
7,20000.0,22250.0,15,0,2250.0,0.1125,0,7,2017,Savings,3.5504369,6.4290849,Access Bank,Permanent,,33.0,6.0,11666.666666666666,70000.0,13604.166666666666,17.5,6.0,0.15625,16.666666666666668,1.0,0.16666666666666666,-0.5,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,-2.0,0
7,30000.0,39000.0,60,0,9000.0,0.3,0,7,2017,,,,,,,,6.0,15000.0,90000.0,18125.0,25.0,6.0,0.21875,22.5,0.0,0.0,-2.8333333333333335,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,2.8918544,6.4234107,Access Bank,,,39.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,41.0,1.0,1.0,11.0,1
7,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,6.0,12500.0,75000.0,14812.5,20.0,6.0,0.17500000000000002,18.666666666666668,2.0,0.3333333333333333,-1.6666666666666667,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.9949171,4.8842043,Diamond Bank,Permanent,,32.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,15.0,0.0,0.0,-16.0,0
10,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,,,,,,,,9.0,21111.11111111111,190000.0,25777.777777777777,40.0,9.0,0.2359259259259259,29.11111111111111,0.0,0.0,-3.2222222222222223,0
6,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,5.0,14000.0,70000.0,16250.0,18.0,5.0,0.1575,13.8,1.0,0.2,-4.6,0
9,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Savings,5.8342299,5.5502412,Zenith Bank,Permanent,,28.0,8.0,21875.0,175000.0,26200.0,41.25,8.0,0.22541666666666665,37.125,2.0,0.25,-1.125,1
9,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,,,,,,,,8.0,15000.0,120000.0,16787.5,15.0,8.0,0.126875,11.0,1.0,0.125,-3.875,0
12,10000.0,10000.0,15,0,0.0,0.0,0,7,2017,Savings,3.8079132,7.4001318,GT Bank,Permanent,,28.0,11.0,19545.454545454544,215000.0,21968.18181818182,21.818181818181817,11.0,0.11893939393939394,20.818181818181817,0.0,0.0,-0.9090909090909091,0
5,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Savings,3.4753546,6.6176325,GT Bank,,,35.0,4.0,10000.0,40000.0,11406.25,15.0,4.0,0.140625,12.0,0.0,0.0,-2.75,1
6,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Other,3.3514638,6.507018,Zenith Bank,Permanent,,29.0,5.0,9000.0,45000.0,11550.0,27.0,5.0,0.26999999999999996,21.8,1.0,0.2,-6.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.4586515,6.4432156,FCMB,Permanent,,26.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,31.5,1.0,0.5,1.5,0
8,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,8.536913,7.7239588,GT Bank,Permanent,,35.0,7.0,18571.428571428572,130000.0,21499.985714285714,23.571428571428573,7.0,0.17976142857142857,17.428571428571427,0.0,0.0,-6.428571428571429,0
12,45000.0,49500.0,60,0,4500.0,0.1,0,7,2017,,,,,,,,11.0,22272.727272727272,245000.0,26290.909090909092,34.09090909090909,11.0,0.18924242424242424,26.181818181818183,0.0,0.0,-5.909090909090909,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,3.0,10000.0,30000.0,12000.0,20.0,3.0,0.19999999999999998,19.666666666666668,0.0,0.0,0.0,0
5,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.1758383,6.6813469,UBA,,,38.0,4.0,12500.0,50000.0,15125.0,22.5,4.0,0.20625,21.5,1.0,0.25,-1.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,11.0,0.0,0.0,-21.0,0
8,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Other,3.381785,7.120685,GT Bank,Self-Employed,,39.0,7.0,23571.428571428572,165000.0,28796.428571428572,47.142857142857146,7.0,0.23833333333333334,42.142857142857146,2.0,0.2857142857142857,1.0,1
5,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Savings,7.3585044,8.9956532,Fidelity Bank,,,48.0,4.0,12500.0,50000.0,14750.0,18.75,4.0,0.16875,14.25,0.0,0.0,-4.25,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,7.413633,10.4688264,First Bank,Permanent,,44.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,32.0,1.0,0.5,0.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,40.0,1.0,0.5,9.5,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,7.0,0.0,0.0,-7.0,0
4,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Savings,7.5617945,8.9763774,First Bank,Permanent,,27.0,3.0,10000.0,30000.0,13000.0,30.0,3.0,0.3,24.0,0.0,0.0,-6.333333333333333,0
3,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.3534826,6.6510071,GT Bank,,,32.0,2.0,10000.0,20000.0,11500.0,15.0,2.0,0.15,12.0,0.0,0.0,-3.5,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.9406683,5.0117017,Access Bank,Unemployed,,29.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,21.0,0.0,0.0,-8.0,0
9,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,7.9074528,8.8554952,Access Bank,Permanent,Graduate,30.0,8.0,16875.0,135000.0,19773.4375,24.375,8.0,0.1859375,27.375,2.0,0.25,2.25,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,6.9804583,4.8522233,GT Bank,,,46.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,4.0,0.0,0.0,-11.0,0
4,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.5071366,6.4368689,First Bank,Permanent,,39.0,3.0,10000.0,30000.0,11500.0,15.0,3.0,0.15,28.666666666666668,3.0,1.0,13.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.6898721,6.2415877,Fidelity Bank,Permanent,,34.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,17.0,1.0,0.5,-5.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.9510228,7.4046372,Stanbic IBTC,,,42.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,15.0,0.0,0.0,0.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Other,7.3592521,8.9924654,GT Bank,Self-Employed,,38.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,14.0,0.0,0.0,0.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,22.0,0.0,0.0,-11.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.2814697,6.5958022,UBA,Permanent,,38.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,22.0,1.0,1.0,7.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.2846961,6.6614073,Access Bank,Permanent,,38.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,34.0,1.0,1.0,2.0,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,16.0,1.0,1.0,1.0,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,6.9800003,4.8623596,First Bank,Permanent,,40.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,32.0,0.0,0.0,0.0,1
11,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,,,,,,,,10.0,25000.0,250000.0,30475.0,46.5,10.0,0.22666666666666666,28.2,2.0,0.2,-2.1,1
12,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Other,3.3607367,6.6755083,GT Bank,Permanent,Graduate,35.0,11.0,25454.545454545456,280000.0,28636.363636363636,23.181818181818183,11.0,0.1278787878787879,19.545454545454547,0.0,0.0,-3.4545454545454546,0
22,50000.0,52500.0,30,0,2500.0,0.05,0,7,2017,Other,5.629202,6.2703713,GT Bank,Self-Employed,Graduate,33.0,21.0,30476.190476190477,640000.0,33879.76190476191,25.0,21.0,0.12134920634920635,19.142857142857142,6.0,0.2857142857142857,-5.857142857142857,0
7,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,6.0,10000.0,60000.0,13000.0,30.0,6.0,0.3,41.666666666666664,5.0,0.8333333333333334,11.833333333333334,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,0
5,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.8556429,7.3372191,Stanbic IBTC,Permanent,,30.0,4.0,13750.0,55000.0,16000.0,22.5,4.0,0.16875,30.75,3.0,0.75,3.25,0
7,10000.0,10750.0,15,0,750.0,0.075,0,7,2017,Savings,3.3349416,7.1170107,Diamond Bank,Permanent,,39.0,6.0,10000.0,60000.0,11241.666666666666,15.0,6.0,0.1277777777777778,14.5,2.0,0.3333333333333333,-0.16666666666666666,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.871098,7.3473618,Diamond Bank,Permanent,,48.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,11.0,0.0,0.0,-7.0,0
5,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.3560565,7.1874492,GT Bank,Permanent,,56.0,4.0,17500.0,70000.0,20325.0,22.5,4.0,0.16,18.25,0.0,0.0,-4.75,0
10,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Other,3.5150748,6.4287105,GT Bank,Self-Employed,Secondary,46.0,9.0,11111.111111111111,100000.0,14277.777777777777,30.0,9.0,0.2916666666666667,27.444444444444443,3.0,0.3333333333333333,-2.4444444444444446,0
2,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,4.5545448,8.5524512,Access Bank,Permanent,,27.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,7.0,0.0,0.0,-9.0,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.4683637,9.0590862,GT Bank,Permanent,,33.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,11.0,0.0,0.0,-5.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,25.5,0.0,0.0,-4.5,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,5.7529013,8.7182104,First Bank,Permanent,,31.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,19.5,0.0,0.0,-4.5,0
9,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,3.3288576,6.5519213,Access Bank,Permanent,Graduate,41.0,8.0,18750.0,150000.0,22712.5,33.75,8.0,0.23083333333333333,32.5,0.0,0.0,-1.25,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,9.8062114,10.3173965,GT Bank,Permanent,,39.0,3.0,10000.0,30000.0,11500.0,15.0,3.0,0.15,12.0,0.0,0.0,-2.6666666666666665,0
3,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.4787141,6.4397212,GT Bank,Permanent,,28.0,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,27.5,0.0,0.0,-2.5,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Other,5.7971047,5.4964304,First Bank,,,29.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,44.0,1.0,1.0,14.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3078002,6.6798913,GT Bank,,,44.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,25.0,0.0,0.0,-5.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3711733,6.4473775,GT Bank,Permanent,,33.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,21.0,0.0,0.0,-2.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,3.0,0.0,0.0,-28.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3064117,6.6683917,GT Bank,Permanent,,25.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,29.0,0.0,0.0,0.0,0
6,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,6.5226089,9.643943,Zenith Bank,Permanent,,33.0,5.0,14000.0,70000.0,17300.0,27.0,5.0,0.24,20.4,0.0,0.0,-7.0,0
7,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3901783,6.62935,Diamond Bank,Permanent,,24.0,6.0,10000.0,60000.0,13000.0,30.0,6.0,0.3,33.666666666666664,4.0,0.6666666666666666,3.5,0
2,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,3.3636987,6.5766607,First Bank,Permanent,,35.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,16.0,0.0,0.0,0.0,0
10,25000.0,28750.0,30,0,3750.0,0.15,0,7,2017,Savings,3.4455849,6.4534188,GT Bank,Permanent,,36.0,9.0,17222.222222222223,155000.0,19411.11111111111,18.333333333333332,9.0,0.12712962962962962,10.555555555555555,0.0,0.0,-7.888888888888889,0
10,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Savings,7.5336459,9.0468853,UBA,Permanent,,36.0,9.0,17777.777777777777,160000.0,21608.333333333332,30.0,9.0,0.20583333333333334,11.333333333333334,0.0,0.0,-12.777777777777779,0
10,40000.0,48000.0,60,0,8000.0,0.2,0,7,2017,Savings,7.5336459,9.0468853,UBA,Permanent,,36.0,9.0,17777.777777777777,160000.0,21608.333333333332,30.0,9.0,0.20583333333333334,11.333333333333334,0.0,0.0,-12.777777777777779,0
6,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Savings,3.3487614,6.633217,Access Bank,,,32.0,5.0,14000.0,70000.0,16560.0,21.0,5.0,0.173,17.4,1.0,0.2,-3.4,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.8545554,7.3741253,Access Bank,Permanent,Graduate,34.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,24.0,0.0,0.0,-7.0,1
10,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Savings,7.9308911,5.0200622,First Bank,Permanent,Graduate,32.0,9.0,17777.777777777777,160000.0,21711.11111111111,35.0,9.0,0.2214814814814815,33.22222222222222,3.0,0.3333333333333333,4.666666666666667,1
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.3976564,7.177822,Sterling Bank,Permanent,,30.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,19.0,0.0,0.0,-3.5,1
6,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,Other,8.113206,6.3245244,UBA,Student,,30.0,5.0,18000.0,90000.0,20850.0,21.0,5.0,0.1575,18.6,0.0,0.0,-2.2,1
4,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,-98.4953943,29.4255413,First Bank,Permanent,,37.0,3.0,10000.0,30000.0,11500.0,15.0,3.0,0.15,23.666666666666668,1.0,0.3333333333333333,8.333333333333334,1
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.5650486,8.9167266,GT Bank,Permanent,,43.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,15.0,0.0,0.0,-15.0,1
4,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.5227013,6.6663538,Access Bank,Permanent,,28.0,3.0,10000.0,30000.0,12000.0,20.0,3.0,0.19999999999999998,32.666666666666664,3.0,1.0,12.666666666666666,1
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,5.7616084,7.4446011,Skye Bank,,,40.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,5.0,0.0,0.0,-10.0,1
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,7.0765683,4.7325129,UBA,Student,Graduate,31.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,23.5,0.0,0.0,0.0,1
5,10000.0,11125.0,15,0,1125.0,0.1125,0,7,2017,Other,6.7654346,6.1125823,Diamond Bank,Permanent,,27.0,4.0,10000.0,40000.0,13000.0,30.0,4.0,0.3,24.75,0.0,0.0,-5.75,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,7.129383,8.9181002,UBA,Permanent,Graduate,38.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,15.0,0.0,0.0,0.0,1
10,20000.0,22000.0,30,0,2000.0,0.1,0,7,2017,,,,,,,,9.0,13333.333333333334,120000.0,15719.444444444445,25.0,9.0,0.1824074074074074,18.0,0.0,0.0,-7.222222222222222,0
10,20000.0,22000.0,30,0,2000.0,0.1,0,7,2017,Savings,3.9906063,7.4251199,GT Bank,Permanent,Secondary,26.0,9.0,17222.222222222223,155000.0,20955.555555555555,33.333333333333336,9.0,0.2285185185185185,32.44444444444444,4.0,0.4444444444444444,-1.7777777777777777,0
5,15000.0,18375.0,30,0,3375.0,0.225,0,7,2017,,,,,,,,4.0,11250.0,45000.0,14343.75,30.0,4.0,0.28125,29.25,1.0,0.25,-1.25,0
11,30000.0,34500.0,30,0,4500.0,0.15,0,7,2017,,,,,,,,10.0,16500.0,165000.0,19454.989999999998,25.5,10.0,0.18999966666666668,26.4,3.0,0.3,0.8,0
4,30000.0,39000.0,60,0,9000.0,0.3,1,7,2017,Savings,7.0681633,4.8274278,EcoBank,Student,,30.0,3.0,13333.333333333334,40000.0,16833.333333333332,30.0,3.0,0.27499999999999997,20.666666666666668,0.0,0.0,-8.333333333333334,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3768003,6.4898933,First Bank,,,28.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,30.0,0.0,0.0,0.0,1
2,10000.0,11500.0,15,0,1500.0,0.15,1,7,2017,Savings,7.4319846,10.5241379,GT Bank,Permanent,,43.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,12.0,0.0,0.0,-2.0,0
3,20000.0,24500.0,30,0,4500.0,0.225,1,7,2017,Savings,3.3472352,6.4568867,First Bank,Permanent,,26.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,17.5,0.0,0.0,-6.0,0
3,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,21.0,0.0,0.0,-9.5,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,2.0,0.3,31.0,1.0,1.0,1.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.4250419,6.4304949,First Bank,Permanent,,25.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,26.0,0.0,0.0,-3.0,0
3,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3729167,6.5354983,EcoBank,,,39.0,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,21.5,0.0,0.0,0.0,0
4,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,,,,,,,,3.0,10000.0,30000.0,12833.333333333334,30.0,3.0,0.2833333333333333,23.333333333333332,0.0,0.0,-7.333333333333333,0
6,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,-3.5600504,54.5930709,Access Bank,Permanent,,30.0,5.0,10000.0,50000.0,11500.0,15.0,5.0,0.15,22.4,5.0,1.0,7.0,1
12,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Savings,3.3435,6.6925533,GT Bank,Self-Employed,,51.0,11.0,18636.363636363636,205000.0,21329.545454545456,27.272727272727273,11.0,0.1503030303030303,19.818181818181817,0.0,0.0,-7.181818181818182,0
3,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,2.0,10000.0,20000.0,13000.0,30.0,2.0,0.3,23.0,0.0,0.0,-6.5,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.4581081,6.4303774,Access Bank,Student,,26.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,11.0,0.0,0.0,-5.0,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,Savings,3.4272868,6.464175,GT Bank,Permanent,,31.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,8.0,0.0,0.0,-24.0,0
8,20000.0,24500.0,30,0,4500.0,0.225,0,7,2017,Other,5.5920589,6.2766138,Fidelity Bank,Student,,28.0,7.0,10000.0,70000.0,12571.42857142857,25.714285714285715,7.0,0.2571428571428571,23.714285714285715,1.0,0.14285714285714285,-2.4285714285714284,1
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,17.0,0.0,0.0,0.0,0
4,20000.0,22250.0,15,0,2250.0,0.1125,0,7,2017,Savings,3.2989295,6.6561527,GT Bank,Permanent,,30.0,3.0,10000.0,30000.0,12500.0,25.0,3.0,0.25,18.0,0.0,0.0,-7.0,0
3,10000.0,11000.0,15,0,1000.0,0.1,1,7,2017,,,,,,,,2.0,10000.0,20000.0,12250.0,22.5,2.0,0.22499999999999998,21.5,0.0,0.0,-0.5,0
2,10000.0,13000.0,30,0,3000.0,0.3,1,7,2017,Savings,3.3420954,6.4322547,Access Bank,Permanent,,36.0,1.0,10000.0,10000.0,13000.0,30.0,1.0,0.3,24.0,0.0,0.0,-6.0,0
5,20000.0,22250.0,15,0,2250.0,0.1125,0,7,2017,,,,,,,,4.0,11250.0,45000.0,14343.75,30.0,4.0,0.28125,29.75,2.0,0.5,-0.75,0
2,10000.0,13000.0,30,0,3000.0,0.3,0,7,2017,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,18.0,1.0,1.0,3.0,0
14,20000.0,21000.0,30,0,1000.0,0.05,0,7,2017,,,,,,,,13.0,16461.53846153846,214000.0,18709.615384615383,21.923076923076923,13.0,0.13801282051282052,18.076923076923077,2.0,0.15384615384615385,-4.769230769230769,0
2,10000.0,11500.0,15,0,1500.0,0.15,0,7,2017,Savings,3.3628497,6.6424853,GT Bank,Permanent,,27.0,1.0,10000.0,10000.0,11500.0,15.0,1.0,0.15,33.0,1.0,1.0,18.0,0
10,40000.0,44000.0,30,0,4000.0,0.1,0,7,2017,Other,4.5256511,8.4689955,GT Bank,Permanent,Graduate,34.0,9.0,23333.333333333332,210000.0,27600.0,33.333333333333336,9.0,0.1811111111111111,25.333333333333332,1.0,0.1111111111111111,-1.8888888888888888,0
